investment,rd_intensity,leverage,interest_rate,sector,firm,year
22,9,0.47,3.2,3,28,2010
8,5.9,0.57,5.6,3,28,2011
17,5.9,0.47,6.9,3,28,2012
19,3,0.39,3.4,3,28,2013
33,5.7,0.37,4,3,28,2014
19,5.4,0.8,4.1,3,28,2015
18,7.2,0.8,6.5,3,28,2016
19,6.1,0.37,5.6,3,28,2017
30,4.8,0.17,5.5,3,28,2018
18,0.6,0.77,8,3,28,2019
25,5.7,0.17,7,3,28,2020
17,12.6,0.1,7.6,3,28,2021
19,1.9,0.27,2.8,3,28,2022
18,3.5,0.38,7.3,3,28,2023
26,9.2,0.59,3.7,3,28,2024
37,7.2,0.18,2.4,3,29,2000
11,4.7,0.64,7.6,3,29,2001
20,5,0.76,5,3,29,2002
29,2.7,0.51,4,3,29,2003
27,4.2,0.02,2.2,3,29,2004
22,6.6,0.18,7.9,3,29,2005
21,4.3,0.29,2.1,3,29,2006
13,2.6,0.5,3.4,3,29,2007
24,4,0,2.9,3,29,2008
18,1.7,0.74,4.1,3,29,2009
19,10,0.72,3.2,3,29,2010
9,12.5,0.52,5.6,3,29,2011
26,10.3,0.29,6.9,3,29,2012
39,7.6,0.29,3.4,3,29,2013
22,2.4,0.8,4,3,29,2014
31,9.5,0.36,4.1,3,29,2015
18,7.1,0.43,6.5,3,29,2016
23,6.8,0.24,5.6,3,29,2017
15,2.2,0.72,5.5,3,29,2018
28,1.3,0.16,8,3,29,2019
23,7.2,0.62,7,3,29,2020
12,0,0.65,7.6,3,29,2021
15,0.5,0.64,2.8,3,29,2022
17,5.4,0.07,7.3,3,29,2023
17,8.8,0.3,3.7,3,29,2024
22,5,0.51,2.4,2,30,2000
15,4.3,0.04,7.6,2,30,2001
15,6.6,0.4,5,2,30,2002
22,10.2,0.5,4,2,30,2003
16,0,0.67,2.2,2,30,2004
21,4.6,0.01,7.9,2,30,2005
52,8.4,0.15,2.1,2,30,2006
12,5.9,0.52,3.4,2,30,2007
20,4,0.5,2.9,2,30,2008
15,2.3,0.34,4.1,2,30,2009
13,6.3,0.45,3.2,2,30,2010
10,4.3,0.56,5.6,2,30,2011
23,5.9,0.41,6.9,2,30,2012
26,2.1,0.5,3.4,2,30,2013
25,1.5,0.75,4,2,30,2014
41,8.8,0.12,4.1,2,30,2015
28,6.8,0.64,6.5,2,30,2016
19,7.9,0.45,5.6,2,30,2017
10,1.3,0.56,5.5,2,30,2018
26,3.4,0.5,8,2,30,2019
14,4.9,0.42,7,2,30,2020
11,5.8,0.32,7.6,2,30,2021
22,2.8,0.46,2.8,2,30,2022
14,1.5,0.65,7.3,2,30,2023
12,3.2,0.53,3.7,2,30,2024
18,8.5,0.35,2.4,2,31,2000
34,0,0.04,7.6,2,31,2001
10,10,0.03,5,2,31,2002
34,3.4,0.44,4,2,31,2003
15,3.4,0.09,2.2,2,31,2004
16,2.1,0.69,7.9,2,31,2005
17,3.3,0.35,2.1,2,31,2006
25,2.8,0.31,3.4,2,31,2007
14,3.4,0.54,2.9,2,31,2008
24,1.5,0.2,4.1,2,31,2009
37,9.5,0.31,3.2,2,31,2010
11,5.6,0.4,5.6,2,31,2011
22,9,0.35,6.9,2,31,2012
19,3.8,0.63,3.4,2,31,2013
45,7.6,0.8,4,2,31,2014
13,0,0.77,4.1,2,31,2015
20,6.7,0.2,6.5,2,31,2016
42,4.4,0.15,5.6,2,31,2017
14,5.6,0.61,5.5,2,31,2018
13,2.7,0.54,8,2,31,2019
27,9.1,0.78,7,2,31,2020
11,8.1,0.34,7.6,2,31,2021
26,2.2,0.37,2.8,2,31,2022
18,8.7,0.51,7.3,2,31,2023
17,5.1,0.1,3.7,2,31,2024
14,4.9,0.59,2.4,4,32,2000
12,6,0.37,7.6,4,32,2001
15,7.9,0.52,5,4,32,2002
40,7.7,0.75,4,4,32,2003
15,7.6,0.65,2.2,4,32,2004
18,3.3,0.48,7.9,4,32,2005
27,0.5,0.28,2.1,4,32,2006
19,6.7,0.48,3.4,4,32,2007
13,6.8,0.77,2.9,4,32,2008
28,9.7,0.29,4.1,4,32,2009
24,6.3,0.27,3.2,4,32,2010
7,0,0.7,5.6,4,32,2011
11,2,0.69,6.9,4,32,2012
26,6.6,0.5,3.4,4,32,2013
62,6.9,0.58,4,4,32,2014
18,6.3,0.67,4.1,4,32,2015
31,3.5,0.26,6.5,4,32,2016
25,3.9,0.7,5.6,4,32,2017
19,1.6,0.05,5.5,4,32,2018
37,6.5,0.05,8,4,32,2019
10,6.4,0.43,7,4,32,2020
8,5,0.14,7.6,4,32,2021
18,2,0.58,2.8,4,32,2022
12,5.6,0.6,7.3,4,32,2023
13,1.6,0.49,3.7,4,32,2024
20,11.1,0.45,2.4,4,33,2000
23,5.8,0.01,7.6,4,33,2001
17,5.5,0.33,5,4,33,2002
33,6.3,0.77,4,4,33,2003
13,6.3,0.62,2.2,4,33,2004
18,3.3,0.68,7.9,4,33,2005
18,4.8,0.4,2.1,4,33,2006
22,3.5,0.69,3.4,4,33,2007
16,8.3,0.74,2.9,4,33,2008
13,5.9,0.56,4.1,4,33,2009
21,2.3,0.35,3.2,4,33,2010
9,2.9,0.56,5.6,4,33,2011
21,1.1,0.04,6.9,4,33,2012
18,7.5,0.67,3.4,4,33,2013
21,5.5,0.48,4,4,33,2014
19,6.1,0.78,4.1,4,33,2015
14,3.4,0.8,6.5,4,33,2016
26,6.2,0.25,5.6,4,33,2017
17,8.2,0.71,5.5,4,33,2018
22,3,0.7,8,4,33,2019
28,9.9,0.69,7,4,33,2020
12,6,0.13,7.6,4,33,2021
25,3.9,0.57,2.8,4,33,2022
15,7.8,0.47,7.3,4,33,2023
24,6.9,0.44,3.7,4,33,2024
31,2.3,0.68,2.4,1,34,2000
37,0.7,0.12,7.6,1,34,2001
10,2.8,0.4,5,1,34,2002
35,9,0.47,4,1,34,2003
20,0.7,0.45,2.2,1,34,2004
8,0.5,0.76,7.9,1,34,2005
14,2.7,0.6,2.1,1,34,2006
10,1.7,0.41,3.4,1,34,2007
19,4.4,0.34,2.9,1,34,2008
22,5.7,0.1,4.1,1,34,2009
15,3.7,0.15,3.2,1,34,2010
9,11.6,0.75,5.6,1,34,2011
16,2.3,0.19,6.9,1,34,2012
48,9.5,0.12,3.4,1,34,2013
15,6.2,0.45,4,1,34,2014
23,3.6,0.33,4.1,1,34,2015
25,3.6,0.12,6.5,1,34,2016
28,10.9,0.52,5.6,1,34,2017
11,0.2,0.37,5.5,1,34,2018
25,5.7,0.72,8,1,34,2019
17,0.9,0.73,7,1,34,2020
21,6.9,0.34,7.6,1,34,2021
16,6.9,0.74,2.8,1,34,2022
18,7,0.07,7.3,1,34,2023
18,1.1,0.16,3.7,1,34,2024
16,1.7,0.23,2.4,2,35,2000
9,0.4,0.27,7.6,2,35,2001
19,6.5,0.54,5,2,35,2002
39,7.8,0.69,4,2,35,2003
24,5.1,0.62,2.2,2,35,2004
15,0,0.11,7.9,2,35,2005
21,6.1,0.76,2.1,2,35,2006
27,4.3,0.12,3.4,2,35,2007
15,7.6,0.47,2.9,2,35,2008
31,7,0.31,4.1,2,35,2009
23,1.4,0.58,3.2,2,35,2010
15,3,0.23,5.6,2,35,2011
12,3.3,0.71,6.9,2,35,2012
17,3.3,0.09,3.4,2,35,2013
41,3.7,0.46,4,2,35,2014
11,7.6,0.15,4.1,2,35,2015
15,1,0.57,6.5,2,35,2016
31,3.7,0.46,5.6,2,35,2017
33,11.9,0.59,5.5,2,35,2018
28,2.3,0.24,8,2,35,2019
18,1.7,0.7,7,2,35,2020
11,3.4,0.76,7.6,2,35,2021
29,6.8,0.8,2.8,2,35,2022
18,5.1,0.22,7.3,2,35,2023
12,0,0.13,3.7,2,35,2024
19,7.2,0.7,2.4,2,36,2000
22,1.3,0.71,7.6,2,36,2001
18,6.3,0.05,5,2,36,2002
36,8.5,0.78,4,2,36,2003
17,4.3,0.38,2.2,2,36,2004
13,7.9,0.23,7.9,2,36,2005
24,5.9,0.55,2.1,2,36,2006
17,0.7,0.03,3.4,2,36,2007
17,3.4,0.46,2.9,2,36,2008
24,6.7,0.55,4.1,2,36,2009
20,3.7,0.03,3.2,2,36,2010
13,4.4,0.39,5.6,2,36,2011
21,6,0.22,6.9,2,36,2012
19,6.4,0.68,3.4,2,36,2013
16,7.9,0.55,4,2,36,2014
32,8,0.57,4.1,2,36,2015
16,6.8,0.65,6.5,2,36,2016
23,7.3,0.71,5.6,2,36,2017
14,1,0.3,5.5,2,36,2018
25,3.9,0.61,8,2,36,2019
10,6.4,0.41,7,2,36,2020
13,9.8,0.56,7.6,2,36,2021
23,8,0.64,2.8,2,36,2022
27,4,0.41,7.3,2,36,2023
21,5.8,0.25,3.7,2,36,2024
31,7.1,0.52,2.4,5,37,2000
13,3.4,0.54,7.6,5,37,2001
23,2.1,0.04,5,5,37,2002
25,3.4,0.45,4,5,37,2003
24,7.1,0.28,2.2,5,37,2004
16,8.6,0.05,7.9,5,37,2005
25,9.4,0.77,2.1,5,37,2006
18,6.5,0.31,3.4,5,37,2007
30,6.1,0.45,2.9,5,37,2008
18,7.4,0.2,4.1,5,37,2009
30,5.5,0.05,3.2,5,37,2010
19,7.6,0.04,5.6,5,37,2011
31,9,0.29,6.9,5,37,2012
16,6.6,0.29,3.4,5,37,2013
38,3.3,0.09,4,5,37,2014
18,6.3,0.19,4.1,5,37,2015
34,7.8,0.41,6.5,5,37,2016
33,4.6,0.14,5.6,5,37,2017
22,7.6,0.22,5.5,5,37,2018
36,5.6,0.11,8,5,37,2019
13,4.1,0.73,7,5,37,2020
17,11.5,0.43,7.6,5,37,2021
16,2.2,0.67,2.8,5,37,2022
20,3.8,0.13,7.3,5,37,2023
11,4.6,0.25,3.7,5,37,2024
26,9.9,0.38,2.4,2,38,2000
36,9.5,0.53,7.6,2,38,2001
43,11.2,0.27,5,2,38,2002
34,0,0.26,4,2,38,2003
11,7,0.8,2.2,2,38,2004
23,7.3,0.49,7.9,2,38,2005
23,2.7,0.07,2.1,2,38,2006
21,4.2,0.42,3.4,2,38,2007
25,5.5,0.24,2.9,2,38,2008
30,3.4,0.15,4.1,2,38,2009
11,2.7,0.36,3.2,2,38,2010
7,6.3,0.45,5.6,2,38,2011
20,7.5,0.74,6.9,2,38,2012
42,4.3,0.4,3.4,2,38,2013
28,3.5,0.44,4,2,38,2014
23,2.6,0.06,4.1,2,38,2015
17,0.3,0.62,6.5,2,38,2016
26,4.5,0.36,5.6,2,38,2017
23,5.1,0.33,5.5,2,38,2018
39,4.9,0.43,8,2,38,2019
18,7.1,0.14,7,2,38,2020
8,4.9,0.79,7.6,2,38,2021
28,3,0.32,2.8,2,38,2022
15,0,0.75,7.3,2,38,2023
21,4.2,0.15,3.7,2,38,2024
23,1.6,0.7,2.4,2,39,2000
19,2.2,0.38,7.6,2,39,2001
23,0,0.75,5,2,39,2002
23,2.7,0.41,4,2,39,2003
18,9.1,0.71,2.2,2,39,2004
18,0,0.58,7.9,2,39,2005
44,12,0.09,2.1,2,39,2006
24,7.1,0.32,3.4,2,39,2007
14,3.7,0.45,2.9,2,39,2008
25,8.6,0.42,4.1,2,39,2009
22,8.8,0.76,3.2,2,39,2010
14,8.6,0.64,5.6,2,39,2011
15,11.1,0.66,6.9,2,39,2012
15,5.1,0.31,3.4,2,39,2013
26,3.4,0.62,4,2,39,2014
26,2.5,0.62,4.1,2,39,2015
28,5.7,0.24,6.5,2,39,2016
26,7.8,0.36,5.6,2,39,2017
18,6.7,0.3,5.5,2,39,2018
34,7.8,0.52,8,2,39,2019
27,11.4,0.61,7,2,39,2020
14,4.7,0.6,7.6,2,39,2021
34,9,0.34,2.8,2,39,2022
27,14,0.41,7.3,2,39,2023
17,5.9,0.38,3.7,2,39,2024
30,7.5,0.16,2.4,5,40,2000
19,1.5,0.04,7.6,5,40,2001
8,1.1,0.27,5,5,40,2002
41,3.9,0.52,4,5,40,2003
21,9.8,0.7,2.2,5,40,2004
27,8,0.13,7.9,5,40,2005
31,6.4,0.79,2.1,5,40,2006
19,2.1,0.41,3.4,5,40,2007
20,1.8,0.19,2.9,5,40,2008
16,4.5,0.65,4.1,5,40,2009
17,1,0.33,3.2,5,40,2010
21,9.9,0.4,5.6,5,40,2011
15,1,0.62,6.9,5,40,2012
26,5.6,0.35,3.4,5,40,2013
14,1.8,0.66,4,5,40,2014
33,0.2,0.15,4.1,5,40,2015
10,2.2,0.1,6.5,5,40,2016
15,4.8,0.08,5.6,5,40,2017
10,1.9,0.66,5.5,5,40,2018
16,2.2,0.71,8,5,40,2019
26,5.9,0.09,7,5,40,2020
13,11.8,0.11,7.6,5,40,2021
11,3.2,0.69,2.8,5,40,2022
36,8.3,0.27,7.3,5,40,2023
19,5.1,0.42,3.7,5,40,2024
12,3.5,0.8,2.4,4,41,2000
17,5.4,0.02,7.6,4,41,2001
16,1.9,0.65,5,4,41,2002
30,1.1,0.43,4,4,41,2003
15,5.9,0.56,2.2,4,41,2004
25,6.7,0.7,7.9,4,41,2005
39,12.2,0.46,2.1,4,41,2006
26,4.6,0.75,3.4,4,41,2007
18,11.1,0.45,2.9,4,41,2008
15,1.6,0.54,4.1,4,41,2009
44,9.4,0.28,3.2,4,41,2010
8,0,0.29,5.6,4,41,2011
19,3.4,0.48,6.9,4,41,2012
23,3.8,0.39,3.4,4,41,2013
24,0.7,0.46,4,4,41,2014
14,1.2,0.61,4.1,4,41,2015
9,2.9,0.39,6.5,4,41,2016
14,1.7,0.39,5.6,4,41,2017
15,10.3,0.11,5.5,4,41,2018
26,7.4,0.5,8,4,41,2019
20,6.3,0.2,7,4,41,2020
8,2.4,0.15,7.6,4,41,2021
37,6.1,0.7,2.8,4,41,2022
14,3.4,0.32,7.3,4,41,2023
15,3.3,0.74,3.7,4,41,2024
27,7.4,0.01,2.4,1,42,2000
14,4.7,0.09,7.6,1,42,2001
20,3.5,0.37,5,1,42,2002
20,4.1,0.49,4,1,42,2003
16,2.7,0.68,2.2,1,42,2004
20,3.8,0.21,7.9,1,42,2005
18,6.2,0.62,2.1,1,42,2006
28,0,0.43,3.4,1,42,2007
34,5.3,0.08,2.9,1,42,2008
32,9.3,0.1,4.1,1,42,2009
36,7.2,0.5,3.2,1,42,2010
6,3.1,0.69,5.6,1,42,2011
29,2.4,0.29,6.9,1,42,2012
11,1.8,0.73,3.4,1,42,2013
28,7.1,0.13,4,1,42,2014
24,3.2,0.09,4.1,1,42,2015
7,1.7,0.63,6.5,1,42,2016
12,7.1,0.61,5.6,1,42,2017
14,5.5,0.71,5.5,1,42,2018
22,0,0.7,8,1,42,2019
19,7,0.71,7,1,42,2020
9,4,0.44,7.6,1,42,2021
22,5.9,0.33,2.8,1,42,2022
8,5.1,0.3,7.3,1,42,2023
21,7.2,0.25,3.7,1,42,2024
24,4.2,0.57,2.4,1,43,2000
17,6.6,0.21,7.6,1,43,2001
24,8.4,0.3,5,1,43,2002
28,4.8,0.32,4,1,43,2003
15,4.8,0.42,2.2,1,43,2004
24,8.6,0.43,7.9,1,43,2005
16,1.1,0.79,2.1,1,43,2006
54,11.7,0.37,3.4,1,43,2007
19,5.9,0.27,2.9,1,43,2008
16,9.6,0.63,4.1,1,43,2009
16,3.4,0.54,3.2,1,43,2010
24,8.7,0.3,5.6,1,43,2011
16,5.7,0.31,6.9,1,43,2012
29,5.8,0.12,3.4,1,43,2013
25,4.3,0.52,4,1,43,2014
16,6.8,0.62,4.1,1,43,2015
14,5.9,0.51,6.5,1,43,2016
23,8.8,0.29,5.6,1,43,2017
12,5.8,0.78,5.5,1,43,2018
29,7.7,0.71,8,1,43,2019
16,5.7,0.15,7,1,43,2020
18,11.1,0.42,7.6,1,43,2021
24,8,0.51,2.8,1,43,2022
10,2.6,0.62,7.3,1,43,2023
25,5.8,0.55,3.7,1,43,2024
16,3.8,0.04,2.4,3,44,2000
32,8.3,0.37,7.6,3,44,2001
13,4,0.56,5,3,44,2002
56,7.2,0.23,4,3,44,2003
9,0,0.18,2.2,3,44,2004
23,7.4,0.22,7.9,3,44,2005
35,2.5,0.54,2.1,3,44,2006
24,0,0.45,3.4,3,44,2007
21,4.5,0.54,2.9,3,44,2008
21,5.4,0.36,4.1,3,44,2009
16,5.6,0.32,3.2,3,44,2010
15,5.4,0.26,5.6,3,44,2011
18,3.4,0.1,6.9,3,44,2012
18,5.6,0.78,3.4,3,44,2013
21,4.8,0.08,4,3,44,2014
18,3,0.76,4.1,3,44,2015
17,4.5,0.52,6.5,3,44,2016
30,0,0,5.6,3,44,2017
38,5.7,0.01,5.5,3,44,2018
24,8.9,0.34,8,3,44,2019
30,5.9,0.24,7,3,44,2020
12,4.2,0.21,7.6,3,44,2021
22,4.1,0.41,2.8,3,44,2022
9,1.1,0.13,7.3,3,44,2023
12,9,0.11,3.7,3,44,2024
28,0,0.4,2.4,5,45,2000
22,7.9,0.52,7.6,5,45,2001
14,6.7,0.48,5,5,45,2002
41,9.9,0.42,4,5,45,2003
34,11.4,0.31,2.2,5,45,2004
12,3.3,0.43,7.9,5,45,2005
31,1.1,0.36,2.1,5,45,2006
33,5.8,0.46,3.4,5,45,2007
22,5,0.29,2.9,5,45,2008
21,8,0.48,4.1,5,45,2009
20,2.9,0.57,3.2,5,45,2010
13,7.7,0.11,5.6,5,45,2011
18,3.5,0.02,6.9,5,45,2012
19,3.8,0.18,3.4,5,45,2013
35,4.4,0.15,4,5,45,2014
16,0.2,0.46,4.1,5,45,2015
25,0,0.63,6.5,5,45,2016
38,5.5,0.15,5.6,5,45,2017
16,6.3,0.22,5.5,5,45,2018
28,8,0.2,8,5,45,2019
17,2.9,0.64,7,5,45,2020
13,10.3,0.23,7.6,5,45,2021
27,5.7,0.72,2.8,5,45,2022
15,3.8,0.09,7.3,5,45,2023
13,5.1,0.24,3.7,5,45,2024
13,1.7,0.76,2.4,3,46,2000
15,5.7,0.74,7.6,3,46,2001
14,1.8,0.29,5,3,46,2002
36,3.8,0.33,4,3,46,2003
18,3.9,0.65,2.2,3,46,2004
14,7.2,0.07,7.9,3,46,2005
18,0.5,0.14,2.1,3,46,2006
11,3.2,0.75,3.4,3,46,2007
17,4.4,0.68,2.9,3,46,2008
11,3.6,0.68,4.1,3,46,2009
45,9.7,0.08,3.2,3,46,2010
15,6.9,0.77,5.6,3,46,2011
23,4.7,0.18,6.9,3,46,2012
31,7.1,0.46,3.4,3,46,2013
26,5.3,0.37,4,3,46,2014
25,2.8,0.71,4.1,3,46,2015
15,4.5,0.34,6.5,3,46,2016
32,10.4,0.19,5.6,3,46,2017
19,7.8,0.69,5.5,3,46,2018
22,5.4,0.61,8,3,46,2019
25,8.8,0.3,7,3,46,2020
16,6.4,0.06,7.6,3,46,2021
21,2.8,0.49,2.8,3,46,2022
28,7.3,0.48,7.3,3,46,2023
29,4.2,0.18,3.7,3,46,2024
46,7.2,0.05,2.4,4,47,2000
20,7.5,0.3,7.6,4,47,2001
15,2.9,0.79,5,4,47,2002
33,6.8,0.18,4,4,47,2003
13,5,0.69,2.2,4,47,2004
16,4.2,0.37,7.9,4,47,2005
44,8.7,0.16,2.1,4,47,2006
25,2.6,0.17,3.4,4,47,2007
12,1,0.78,2.9,4,47,2008
22,2.5,0.55,4.1,4,47,2009
19,0,0.05,3.2,4,47,2010
16,8.4,0.13,5.6,4,47,2011
14,5,0.42,6.9,4,47,2012
26,9.4,0.7,3.4,4,47,2013
35,9.4,0.26,4,4,47,2014
41,6.7,0.6,4.1,4,47,2015
12,5.5,0.42,6.5,4,47,2016
30,3.5,0.4,5.6,4,47,2017
35,14.7,0.12,5.5,4,47,2018
31,6.9,0.01,8,4,47,2019
21,6.6,0.71,7,4,47,2020
10,4.4,0.59,7.6,4,47,2021
18,5.8,0.48,2.8,4,47,2022
10,2.4,0.13,7.3,4,47,2023
16,4.4,0.08,3.7,4,47,2024
31,8.9,0.75,2.4,1,48,2000
25,7,0.19,7.6,1,48,2001
13,3.5,0.08,5,1,48,2002
23,4.2,0.37,4,1,48,2003
21,6.7,0.22,2.2,1,48,2004
17,9,0.61,7.9,1,48,2005
36,4.4,0.14,2.1,1,48,2006
21,5.4,0.56,3.4,1,48,2007
11,0.3,0.33,2.9,1,48,2008
20,7.2,0,4.1,1,48,2009
19,6.2,0.17,3.2,1,48,2010
13,5.5,0.13,5.6,1,48,2011
18,3.6,0.29,6.9,1,48,2012
20,3.5,0.03,3.4,1,48,2013
73,9.6,0.38,4,1,48,2014
15,2.9,0.64,4.1,1,48,2015
15,0,0.57,6.5,1,48,2016
18,0.2,0.27,5.6,1,48,2017
11,0.3,0.56,5.5,1,48,2018
38,6.8,0.38,8,1,48,2019
30,7.7,0.36,7,1,48,2020
7,3.7,0.74,7.6,1,48,2021
23,9,0.59,2.8,1,48,2022
20,5.3,0.34,7.3,1,48,2023
11,0.7,0.05,3.7,1,48,2024
14,4.7,0.48,2.4,3,49,2000
24,3.3,0.58,7.6,3,49,2001
15,2.8,0.61,5,3,49,2002
26,3.3,0.8,4,3,49,2003
23,8.2,0.24,2.2,3,49,2004
23,4.9,0.39,7.9,3,49,2005
28,3.6,0.79,2.1,3,49,2006
14,2.6,0.45,3.4,3,49,2007
21,5.6,0.14,2.9,3,49,2008
31,6.9,0.46,4.1,3,49,2009
26,5.5,0.79,3.2,3,49,2010
20,7.4,0.21,5.6,3,49,2011
11,6.8,0.78,6.9,3,49,2012
28,10.5,0.55,3.4,3,49,2013
37,9.4,0.47,4,3,49,2014
20,3.9,0.61,4.1,3,49,2015
7,0.9,0.72,6.5,3,49,2016
43,9,0.16,5.6,3,49,2017
27,7.5,0.11,5.5,3,49,2018
28,12.2,0.25,8,3,49,2019
22,6,0.31,7,3,49,2020
13,6.4,0.6,7.6,3,49,2021
21,5,0.2,2.8,3,49,2022
16,2.8,0.4,7.3,3,49,2023
16,7.2,0.52,3.7,3,49,2024
24,6.5,0.51,2.4,3,50,2000
14,5.1,0.52,7.6,3,50,2001
9,1.5,0.35,5,3,50,2002
32,4.1,0.32,4,3,50,2003
24,6.3,0.07,2.2,3,50,2004
18,4.4,0.4,7.9,3,50,2005
26,5.3,0.53,2.1,3,50,2006
13,6.5,0.24,3.4,3,50,2007
12,5.9,0.51,2.9,3,50,2008
24,1.8,0.55,4.1,3,50,2009
27,5.8,0.29,3.2,3,50,2010
8,9.8,0.52,5.6,3,50,2011
17,1.8,0.44,6.9,3,50,2012
24,4.1,0.57,3.4,3,50,2013
29,7,0.46,4,3,50,2014
20,4.4,0.28,4.1,3,50,2015
13,4.8,0.49,6.5,3,50,2016
24,5.2,0.4,5.6,3,50,2017
9,1.2,0.23,5.5,3,50,2018
30,3.8,0.39,8,3,50,2019
15,4.8,0.63,7,3,50,2020
13,3.9,0.32,7.6,3,50,2021
14,0,0.67,2.8,3,50,2022
11,1.8,0.09,7.3,3,50,2023
17,3.9,0.77,3.7,3,50,2024
25,2.5,0.34,2.4,2,51,2000
32,10.4,0.01,7.6,2,51,2001
18,6.1,0.12,5,2,51,2002
22,0.5,0.77,4,2,51,2003
12,2.4,0.51,2.2,2,51,2004
9,0.4,0.41,7.9,2,51,2005
22,0.3,0.43,2.1,2,51,2006
21,4.9,0.09,3.4,2,51,2007
33,5,0.4,2.9,2,51,2008
16,9.4,0.37,4.1,2,51,2009
20,8.3,0.59,3.2,2,51,2010
11,2.2,0.24,5.6,2,51,2011
19,7.2,0.75,6.9,2,51,2012
30,0,0.19,3.4,2,51,2013
38,7.9,0.58,4,2,51,2014
30,11,0.4,4.1,2,51,2015
21,5.5,0.65,6.5,2,51,2016
37,8.6,0.49,5.6,2,51,2017
24,5.6,0.32,5.5,2,51,2018
15,3.7,0.59,8,2,51,2019
19,4.4,0.28,7,2,51,2020
13,5.7,0.09,7.6,2,51,2021
25,0,0.02,2.8,2,51,2022
20,7.9,0.59,7.3,2,51,2023
12,0.1,0.66,3.7,2,51,2024
18,5.7,0.57,2.4,3,52,2000
28,4.5,0.7,7.6,3,52,2001
16,4.3,0.55,5,3,52,2002
24,4.6,0.22,4,3,52,2003
24,11.3,0.2,2.2,3,52,2004
20,4.5,0.27,7.9,3,52,2005
25,4.2,0.08,2.1,3,52,2006
34,0.3,0.16,3.4,3,52,2007
23,9,0.7,2.9,3,52,2008
31,7.3,0.55,4.1,3,52,2009
20,10.1,0.74,3.2,3,52,2010
11,6.1,0.78,5.6,3,52,2011
9,3.5,0.72,6.9,3,52,2012
10,5.4,0.7,3.4,3,52,2013
43,5.3,0.45,4,3,52,2014
35,8.5,0.05,4.1,3,52,2015
17,0.3,0.45,6.5,3,52,2016
27,5.1,0.11,5.6,3,52,2017
23,7.9,0.48,5.5,3,52,2018
13,0.5,0.49,8,3,52,2019
24,8.9,0.71,7,3,52,2020
9,0,0.02,7.6,3,52,2021
18,3.6,0.01,2.8,3,52,2022
14,1.7,0.32,7.3,3,52,2023
24,5.8,0.51,3.7,3,52,2024
13,3.7,0.49,2.4,4,53,2000
14,4.8,0.02,7.6,4,53,2001
11,5.2,0.39,5,4,53,2002
39,3.9,0.71,4,4,53,2003
18,1.9,0.03,2.2,4,53,2004
20,2.7,0.33,7.9,4,53,2005
46,5.9,0.76,2.1,4,53,2006
8,0.7,0.75,3.4,4,53,2007
22,9.4,0.01,2.9,4,53,2008
21,6.6,0.77,4.1,4,53,2009
38,8.6,0.4,3.2,4,53,2010
10,3,0.1,5.6,4,53,2011
14,0,0.58,6.9,4,53,2012
16,3.7,0.38,3.4,4,53,2013
39,8.2,0.05,4,4,53,2014
26,6.2,0.42,4.1,4,53,2015
13,7.4,0.68,6.5,4,53,2016
23,10.2,0.34,5.6,4,53,2017
15,1.4,0.72,5.5,4,53,2018
19,2,0.72,8,4,53,2019
57,7.2,0.59,7,4,53,2020
18,5.8,0.47,7.6,4,53,2021
22,10.6,0.39,2.8,4,53,2022
10,5.3,0.65,7.3,4,53,2023
19,7.8,0.42,3.7,4,53,2024
20,6.1,0.76,2.4,2,54,2000
22,7.5,0.14,7.6,2,54,2001
8,2.8,0.46,5,2,54,2002
51,9.9,0.64,4,2,54,2003
12,1,0.41,2.2,2,54,2004
21,7.1,0.31,7.9,2,54,2005
28,1.2,0.33,2.1,2,54,2006
22,5.4,0.61,3.4,2,54,2007
14,0.1,0.51,2.9,2,54,2008
13,3.1,0.12,4.1,2,54,2009
21,6.6,0.09,3.2,2,54,2010
13,4.1,0.36,5.6,2,54,2011
15,6.5,0.31,6.9,2,54,2012
37,4.9,0,3.4,2,54,2013
20,0.8,0.52,4,2,54,2014
15,1.9,0.64,4.1,2,54,2015
17,10.2,0.43,6.5,2,54,2016
34,16,0.5,5.6,2,54,2017
13,5.2,0.38,5.5,2,54,2018
32,3.3,0.23,8,2,54,2019
8,2.8,0.18,7,2,54,2020
10,2.9,0.36,7.6,2,54,2021
53,6.8,0.09,2.8,2,54,2022
31,10,0.6,7.3,2,54,2023
19,3.8,0.49,3.7,2,54,2024
19,5.8,0.46,2.4,4,55,2000
15,1,0.14,7.6,4,55,2001
17,1.6,0.74,5,4,55,2002
16,2.7,0.53,4,4,55,2003
23,3.7,0.03,2.2,4,55,2004
30,3.4,0.33,7.9,4,55,2005
12,0.6,0.7,2.1,4,55,2006
23,6.2,0.27,3.4,4,55,2007
5,0.8,0.12,2.9,4,55,2008
19,0,0.05,4.1,4,55,2009
14,5.4,0.75,3.2,4,55,2010
18,5.5,0.12,5.6,4,55,2011
9,2.6,0.12,6.9,4,55,2012
17,4.4,0.16,3.4,4,55,2013
23,0,0.19,4,4,55,2014
14,6,0.79,4.1,4,55,2015
22,4.1,0.6,6.5,4,55,2016
20,0.1,0.51,5.6,4,55,2017
22,5,0.09,5.5,4,55,2018
23,4.1,0.05,8,4,55,2019
16,2.9,0.27,7,4,55,2020
8,3.7,0.23,7.6,4,55,2021
