earnings,education,experience,female,industry,state_eitc,state
16057,9,42,1,7,26,11
12044,16,24,0,3,1,15
7538,12,1,1,3,27,4
21289,12,12,0,6,9,13
8019,13,0,0,1,2,39
32691,15,20,0,5,16,5
15958,13,12,1,8,29,9
9772,13,19,0,5,23,14
28839,17,31,1,3,15,26
9929,13,0,0,5,7,40
8207,11,19,0,1,4,36
7091,9,28,1,3,7,40
10030,14,18,1,1,16,5
9029,11,22,0,2,19,18
11585,13,11,1,2,1,15
20606,13,27,1,5,27,4
15945,15,28,1,5,15,30
11974,11,23,0,6,15,26
8797,14,17,0,8,29,9
13848,14,26,0,5,25,29
13296,11,28,1,7,20,19
21310,13,23,1,7,28,1
10678,12,37,1,4,26,11
14004,12,28,1,1,26,31
16473,10,31,0,6,24,16
8141,16,10,1,1,7,38
5078,8,6,1,3,9,10
13239,11,30,1,4,20,19
6827,10,15,1,7,10,25
14611,10,24,0,3,9,33
7019,12,15,1,2,7,38
9910,13,16,1,6,17,28
17086,11,24,0,5,12,12
14260,15,36,0,2,27,23
16805,11,9,0,7,26,31
13802,15,13,0,7,7,21
12707,14,27,1,6,4,32
5185,12,21,1,3,29,9
20530,14,23,1,5,3,24
17088,13,23,0,2,26,31
19572,14,23,0,1,10,25
28356,11,21,0,8,3,24
19113,14,32,0,7,24,16
30686,12,22,0,6,27,23
19361,13,21,0,4,14,35
14771,16,15,0,2,27,23
13955,12,32,1,3,16,5
8622,11,10,0,1,20,27
13601,15,35,1,8,9,13
6783,8,24,1,3,7,38
13894,9,31,0,3,20,27
18533,11,20,0,1,17,28
32242,14,46,0,6,4,36
15356,16,23,1,5,1,15
8176,11,16,1,4,23,8
6640,13,9,0,5,23,14
10293,15,16,0,5,20,22
14463,15,20,1,1,19,6
12922,15,17,0,1,17,28
6105,13,9,1,3,7,40
9997,8,23,0,8,12,12
9717,16,19,0,7,27,23
19948,19,18,0,6,7,21
11375,15,6,0,5,13,20
4676,11,1,1,1,29,9
3624,10,24,1,2,15,30
19514,13,25,0,1,19,18
17738,14,32,1,5,20,22
6264,11,0,1,6,16,5
12922,18,20,0,8,28,1
10598,16,20,1,5,2,39
60339,18,32,1,6,19,7
13401,14,5,0,5,28,1
10093,15,10,0,8,8,2
10432,10,43,1,6,2,39
9558,10,28,0,6,20,19
22282,14,12,0,1,27,23
6781,13,12,0,2,27,23
9868,8,25,0,3,27,4
7837,15,9,0,4,9,13
8465,11,17,1,2,28,1
14723,14,31,0,2,12,12
11050,11,14,1,5,17,28
10660,16,11,1,2,26,31
14216,13,24,1,6,12,12
29704,15,16,0,1,26,31
12239,15,26,1,7,2,39
14423,14,14,1,1,9,33
14198,14,23,0,6,7,21
12042,9,23,1,4,24,16
8370,8,29,1,7,1,15
7519,13,9,0,7,29,9
24579,13,47,1,2,23,8
9763,13,12,1,8,4,32
10018,13,17,0,3,20,27
4115,11,11,1,3,2,39
11276,12,5,1,8,9,33
20826,13,27,1,8,19,6
12095,14,27,1,6,7,21
11346,9,16,0,3,27,23
25179,14,14,1,5,19,6
6419,14,14,1,6,15,26
14504,9,28,0,6,26,31
8850,8,15,1,2,8,2
10406,11,21,0,5,19,7
12464,10,23,1,3,16,5
9695,12,16,0,8,24,16
14536,11,29,0,2,27,23
4681,12,21,1,8,2,39
13734,11,26,1,2,29,9
7460,10,19,1,5,6,37
12051,17,0,1,7,19,18
15701,11,24,0,4,27,4
18202,12,22,0,1,1,15
5161,9,14,1,7,27,23
9940,14,12,1,2,15,30
19223,12,17,0,2,26,31
19387,15,29,0,6,20,19
17960,13,47,0,6,26,11
10289,9,15,1,2,27,23
14681,16,4,0,1,14,35
10653,14,0,1,7,15,26
9267,8,32,0,1,15,26
18353,9,20,0,1,1,15
8352,15,18,0,4,10,25
7390,15,15,1,4,7,38
13714,11,5,1,3,12,12
8128,18,0,1,6,7,21
11619,12,0,0,1,29,9
43798,12,22,0,8,26,31
20598,12,24,0,6,1,15
41874,14,25,0,2,26,31
7736,14,19,0,7,9,10
14892,10,37,1,1,17,28
17170,12,5,0,1,27,23
14322,12,34,1,7,7,38
15869,15,15,0,5,13,20
13305,9,31,0,4,8,2
13498,14,26,1,2,15,30
16653,14,14,0,7,17,28
17629,12,23,1,3,25,29
19224,13,22,0,8,8,3
3559,11,19,0,1,20,19
6895,16,24,1,8,15,30
12992,11,6,1,7,15,26
5900,14,29,1,2,9,34
18754,11,24,0,2,8,3
9216,9,19,1,3,17,28
21689,14,39,1,6,16,5
8165,15,24,0,8,5,17
24860,15,11,0,2,13,20
6058,13,25,1,7,26,11
16852,13,22,1,3,29,9
8079,12,5,1,8,8,3
12289,12,7,1,3,16,5
16049,13,18,1,8,17,28
8745,14,35,1,5,20,22
10919,12,28,1,4,5,17
6195,13,8,1,6,7,21
35920,13,3,0,3,12,12
17466,16,33,1,8,4,32
9377,13,22,0,8,25,29
9971,13,27,1,7,29,9
17240,15,23,0,2,20,27
14137,17,16,0,1,23,14
45337,18,19,0,3,13,20
3508,11,18,1,4,13,20
7538,13,7,1,8,4,36
14837,15,27,1,4,16,5
15273,13,30,1,1,27,23
5050,9,34,0,7,17,28
14841,15,17,0,4,7,38
9869,16,24,1,6,4,32
8410,12,9,0,7,10,25
12255,12,29,0,7,26,11
12718,9,26,1,6,24,16
15118,13,24,1,8,9,33
8156,15,4,0,2,15,26
8460,12,9,0,8,6,37
10737,13,12,1,3,4,36
10915,15,10,0,3,23,14
33809,19,24,0,7,9,10
16279,14,15,1,2,25,29
19712,12,21,0,2,27,23
21228,16,20,0,3,26,11
26274,16,27,0,1,7,40
15324,12,14,0,7,19,6
7711,11,22,0,3,7,21
34042,19,13,0,5,8,3
7786,15,0,1,3,19,7
12638,11,21,0,7,8,2
20266,18,15,1,2,15,26
10253,13,31,1,7,13,20
12134,10,32,0,8,7,40
16526,14,23,1,1,4,32
16814,16,30,1,5,27,4
11703,14,40,0,6,16,5
15621,13,11,0,5,19,7
13936,15,20,0,5,27,4
8947,16,13,0,1,13,20
21205,13,26,0,2,8,2
6666,12,11,1,8,24,16
20382,15,27,0,3,4,32
12562,15,20,0,3,19,6
4750,15,12,1,1,8,2
18613,19,19,1,1,19,18
7575,15,17,0,7,20,19
14770,12,38,0,3,29,9
20790,15,22,0,2,9,13
8969,14,27,0,6,15,26
6614,13,9,0,1,2,39
14639,12,24,1,4,26,31
22336,15,7,0,3,19,6
3856,17,3,1,8,20,19
10716,14,14,1,8,14,35
11551,11,20,1,6,19,6
9398,8,24,1,5,23,8
11498,14,17,0,4,8,2
14374,10,27,0,4,9,33
10655,10,4,1,6,8,3
12217,12,26,0,1,9,13
17651,9,32,0,3,16,5
8845,16,20,1,8,23,14
21681,15,56,1,8,7,40
10893,14,23,1,6,9,34
7856,14,22,0,8,8,3
13095,11,9,0,7,16,5
6427,10,21,0,2,1,15
10313,14,9,1,4,17,28
18827,16,33,0,8,9,34
9086,11,11,0,5,25,29
13189,16,9,0,1,7,40
4747,13,5,1,4,15,26
11718,13,25,1,5,19,18
18768,13,21,1,6,9,33
6834,14,7,0,3,13,20
20875,11,12,0,6,19,6
44114,18,27,0,3,28,1
18737,17,19,1,3,6,37
6866,15,3,1,8,17,28
15955,11,17,1,4,17,28
3931,8,18,0,7,23,14
8180,9,12,0,2,20,19
17818,14,17,0,1,17,28
9985,17,16,1,5,4,36
7570,13,13,1,3,20,22
12744,10,21,1,6,9,10
8797,9,27,1,6,8,3
11636,17,15,1,8,27,4
9076,12,11,0,4,8,3
12097,13,11,1,3,8,3
12421,11,37,0,8,9,34
12284,13,0,0,4,27,4
6858,14,0,1,7,20,19
8078,8,28,0,7,8,2
15952,13,17,0,8,19,6
24197,17,21,1,6,10,25
10697,15,27,1,1,2,39
9743,13,22,0,2,15,26
20057,17,4,1,7,8,2
12454,13,10,0,2,9,33
8532,11,28,1,3,25,29
8913,13,23,0,3,26,11
7243,10,18,1,5,9,13
20484,13,9,0,2,12,12
23057,15,26,0,7,9,10
15728,14,14,0,2,9,33
11701,12,30,0,8,27,23
19086,16,14,0,3,15,26
17464,15,31,1,4,2,39
11100,13,22,1,8,8,3
7674,11,4,0,8,19,18
18115,16,34,0,1,23,8
8756,13,0,1,7,20,22
4344,13,22,1,5,4,32
51213,14,27,0,8,3,24
24842,12,29,1,5,16,5
30655,14,25,1,2,12,12
8494,14,27,1,6,7,21
6731,13,23,0,3,20,19
13746,12,28,0,3,15,26
28464,15,33,1,7,7,40
24050,14,21,0,2,15,30
31251,18,21,0,3,25,29
19669,13,10,0,1,20,19
44807,13,26,1,4,3,24
7880,9,13,0,7,9,13
12005,11,16,1,2,20,27
17220,10,36,1,6,24,16
20726,12,21,0,6,10,25
16699,14,26,1,7,12,12
12430,19,13,1,8,4,36
13283,15,3,0,5,25,29
18047,16,11,1,2,20,27
17474,13,38,1,1,20,19
15518,12,17,1,7,19,6
9545,9,24,1,5,12,12
9485,12,20,1,4,24,16
9676,15,23,0,4,23,14
9038,12,31,1,6,5,17
10564,11,28,0,2,14,35
5812,11,26,1,4,28,1
7598,13,16,1,1,23,14
22185,19,44,0,3,6,37
7950,16,8,1,8,4,32
9877,14,13,1,6,23,8
9993,11,25,0,7,27,23
4226,14,10,1,4,9,34
9543,10,35,1,1,8,3
20902,13,27,1,4,14,35
14054,15,21,1,6,23,14
8069,14,14,1,4,15,30
20393,12,27,0,4,26,31
6810,12,5,1,2,7,21
13063,10,19,0,6,7,21
8210,16,20,0,2,4,32
12650,13,12,0,4,8,2
30358,15,11,1,6,3,24
4175,11,8,1,6,9,34
4601,10,16,1,1,25,29
7274,11,11,1,4,15,26
11368,15,24,0,7,27,23
8937,15,23,1,8,23,14
11059,14,19,0,8,10,25
15704,14,15,0,6,23,8
9883,13,0,0,8,6,37
7973,14,21,1,6,5,17
18046,11,31,0,4,24,16
15458,17,35,0,6,4,32
19720,15,21,0,2,16,5
19063,12,24,0,7,8,3
9152,13,24,0,1,20,19
19238,16,20,0,7,29,9
14578,16,13,1,2,4,36
17127,10,24,1,2,1,15
13926,11,14,0,2,1,15
15617,14,26,0,7,15,26
28832,13,31,1,8,24,16
4800,11,0,1,8,6,37
12364,12,21,0,5,12,12
9987,17,19,1,4,24,16
12245,13,24,0,1,19,6
8863,14,18,1,5,23,14
10792,13,20,1,6,14,35
11238,16,16,0,2,15,26
10675,13,17,0,1,25,29
18890,12,29,0,1,19,6
13245,14,37,0,2,9,34
16284,14,40,0,2,5,17
13348,16,15,1,7,27,23
38021,14,20,1,7,8,3
21049,12,40,0,7,25,29
7944,15,23,0,4,26,11
8151,16,17,1,4,2,39
15424,16,12,0,3,7,38
11687,12,0,1,3,27,23
14870,17,20,1,6,9,13
19659,12,17,1,7,1,15
10786,11,25,1,6,9,10
8881,13,8,0,6,4,32
9477,11,21,1,1,28,1
6546,15,17,1,8,23,14
10125,13,2,0,8,25,29
7895,14,23,1,6,7,21
12473,10,18,1,8,26,11
14067,10,41,0,6,15,26
5944,13,29,0,1,9,34
15430,19,16,0,8,20,22
11176,13,23,0,2,7,38
17152,15,17,1,5,27,23
12683,11,18,0,5,23,8
10238,13,17,1,3,14,35
8014,13,9,0,7,29,9
11568,15,18,1,5,24,16
6944,11,7,1,4,19,7
15978,12,24,0,2,9,10
5613,12,0,0,1,23,14
16817,16,27,0,4,23,14
10409,15,0,0,6,15,30
22858,14,19,0,3,27,23
7033,12,12,0,3,27,23
13298,14,21,0,4,4,32
12299,11,24,1,5,20,22
12766,10,12,0,7,19,6
5907,17,24,1,3,20,19
9161,9,23,0,1,14,35
4978,12,18,0,1,20,19
27296,14,39,0,5,24,16
17831,15,24,1,8,20,19
38953,13,28,0,5,13,20
22053,13,33,0,8,27,4
7148,10,17,0,6,13,20
16567,10,17,0,8,26,11
9026,13,3,1,2,27,4
9736,14,28,0,8,9,13
9035,11,14,0,6,26,11
8584,13,14,1,4,5,17
13594,16,39,0,5,2,39
5863,12,21,1,2,6,37
7322,16,15,0,5,9,34
17638,15,16,1,2,20,22
22310,12,35,1,3,20,22
17751,15,30,0,5,28,1
20589,14,23,0,2,10,25
34604,15,26,0,5,19,6
15542,15,4,1,7,20,27
32495,13,46,1,7,29,9
17977,16,15,0,3,13,20
9542,14,13,0,1,12,12
2503,9,15,1,2,20,22
10976,9,26,1,7,19,6
7835,16,0,0,5,10,25
13265,15,18,1,1,19,6
8857,11,13,1,8,1,15
8182,14,0,0,5,20,22
6578,10,5,0,5,14,35
6807,8,27,1,6,28,1
7655,10,43,0,8,19,18
10792,12,34,1,5,27,23
11594,11,21,1,1,12,12
11780,10,19,1,5,19,6
17835,15,27,1,3,15,26
16600,9,23,0,5,23,8
9847,13,21,0,8,4,36
12966,10,18,1,5,15,30
13400,16,17,0,7,7,40
11851,13,25,0,7,2,39
5318,9,28,0,5,8,2
13754,16,43,1,6,5,17
8551,10,18,1,5,29,9
7839,12,31,0,2,26,11
29497,13,13,1,3,27,23
22967,13,28,1,5,8,3
18444,19,13,0,2,7,40
17711,12,31,1,1,26,11
12099,14,27,0,4,7,21
5458,13,9,1,3,2,39
4024,11,0,1,2,9,34
7482,13,26,1,3,9,13
10137,14,14,0,5,20,27
10285,12,7,1,5,23,8
30637,14,24,0,1,20,19
16650,16,26,1,5,5,17
15852,15,14,0,4,19,7
26077,13,26,0,3,12,12
11714,12,3,1,6,7,40
30022,15,30,1,3,19,6
6069,12,36,1,2,27,4
8997,12,18,1,1,28,1
10209,17,6,1,2,4,32
24997,13,23,1,3,7,40
43444,14,31,1,4,9,10
20556,13,34,0,5,23,14
22480,14,5,0,8,3,24
8561,8,31,1,8,5,17
22707,16,25,1,7,7,40
4691,14,15,0,5,15,26
16993,9,18,1,5,16,5
14006,18,5,0,3,9,13
10876,11,22,0,3,9,34
9877,13,0,0,8,15,30
51406,15,17,1,6,8,3
17817,14,23,0,1,17,28
8784,11,22,0,5,6,37
9588,11,20,0,4,7,40
12392,10,13,0,7,8,3
6626,13,31,1,3,4,32
14629,17,26,1,1,23,8
5027,10,20,1,3,26,11
18231,13,16,1,1,1,15
19691,11,15,1,1,19,7
13678,16,17,0,7,28,1
10787,11,15,0,5,13,20
13449,15,20,0,1,9,10
19900,13,8,0,3,6,37
7490,13,15,1,3,10,25
16587,8,42,1,3,15,30
13631,14,31,1,8,19,6
7589,15,35,1,7,13,20
29075,12,28,0,5,7,40
16522,12,8,0,6,27,23
9849,12,33,1,2,26,11
12531,12,31,1,7,23,14
11504,10,12,0,5,14,35
16934,15,22,1,6,8,3
18043,17,30,1,3,4,32
4302,11,12,0,8,4,32
7142,15,16,1,1,12,12
11036,12,10,1,6,28,1
12187,12,20,0,4,13,20
14794,18,9,0,2,7,38
10434,17,14,1,1,28,1
11408,15,27,1,6,27,23
22653,16,22,1,8,16,5
6484,12,8,1,1,26,11
11914,14,22,0,6,9,13
20814,11,20,1,2,19,6
16092,13,30,1,1,4,36
8213,12,34,0,7,15,30
26357,13,29,0,8,17,28
11855,16,9,1,1,26,11
9150,10,14,0,3,2,39
9105,14,19,1,8,1,15
5693,11,5,0,8,20,22
12370,15,24,0,1,9,10
9388,13,11,0,4,23,14
32482,15,40,0,6,3,24
5234,8,6,1,8,7,38
8708,12,20,0,5,25,29
12825,13,29,1,4,8,2
17493,14,40,1,8,7,38
30800,14,39,1,6,27,4
5753,13,0,1,7,6,37
29491,17,33,0,1,8,2
8895,11,9,1,2,10,25
14640,14,27,0,4,12,12
13749,13,11,1,3,8,2
20152,9,14,0,4,8,2
16326,12,17,1,4,7,38
11423,11,18,1,8,8,3
15114,15,29,0,2,7,38
10643,13,16,1,6,20,19
32344,14,28,0,1,19,7
12256,11,8,0,3,12,12
47958,15,38,0,7,17,28
6389,14,27,1,3,4,32
15390,17,19,0,5,9,10
14047,16,29,1,7,2,39
7349,16,0,1,3,20,27
13503,16,22,1,3,16,5
12835,12,26,0,6,15,26
7054,10,16,1,8,6,37
14435,14,30,1,7,7,38
15768,12,16,0,6,9,10
6514,13,21,1,1,29,9
34608,19,20,0,8,27,23
13963,17,13,0,7,9,34
7002,9,30,0,5,9,34
9666,10,22,1,6,7,38
17370,13,19,1,1,9,10
18850,8,29,0,3,1,15
7502,14,14,1,1,23,14
15679,15,25,1,2,19,7
7305,12,11,1,7,4,36
19637,13,14,1,8,19,6
24378,20,32,1,6,16,5
5934,9,11,1,2,14,35
8693,10,10,0,1,27,23
4078,13,0,1,7,14,35
17687,15,16,1,5,9,10
10663,12,10,1,6,9,34
18881,11,27,0,8,24,16
17171,15,27,0,3,25,29
16836,16,12,0,6,7,38
5110,11,33,1,4,15,26
9891,10,21,1,6,12,12
10774,13,15,1,6,7,40
7011,15,14,1,2,20,19
20847,18,21,0,5,8,3
13312,16,21,0,1,19,18
5140,13,24,0,5,8,2
14512,13,28,1,5,20,27
9726,12,10,1,8,23,14
4891,11,11,1,8,9,34
19672,16,17,0,7,16,5
22287,11,14,1,5,26,31
11014,12,27,0,4,4,32
4034,9,19,0,2,19,7
6029,12,25,0,8,9,10
11957,11,33,1,6,12,12
5980,9,26,1,8,27,4
9688,9,8,1,1,19,6
17668,15,27,0,8,20,19
8047,11,24,1,7,27,4
11144,9,7,0,3,24,16
11757,17,18,1,6,28,1
7508,14,29,1,7,20,19
20641,15,43,1,7,24,16
11967,13,26,1,5,26,31
12174,14,30,0,6,27,4
4848,8,1,1,1,15,26
13066,9,13,1,1,1,15
7667,10,29,1,7,15,26
17959,12,31,0,3,19,6
12838,14,14,1,8,20,22
13425,17,22,0,3,2,39
10902,12,14,1,3,28,1
14043,13,22,1,6,26,31
10376,13,28,0,1,7,40
11120,14,33,1,8,7,38
2171,10,13,1,7,8,2
38674,17,18,0,8,5,17
7966,9,18,1,3,25,29
15215,12,26,1,6,15,26
4210,11,10,0,5,14,35
10844,10,32,1,7,24,16
9745,18,20,1,4,16,5
21659,17,21,0,4,13,20
6836,8,34,1,1,9,34
3186,15,19,0,2,6,37
21585,14,21,0,8,14,35
9426,11,35,0,8,27,4
8534,15,19,1,4,28,1
31417,13,16,1,2,26,31
17938,14,27,1,6,4,32
14262,14,27,0,2,9,10
8513,11,17,0,8,8,2
10309,15,24,1,2,4,32
16470,14,15,1,4,9,33
8654,16,30,1,2,23,14
6620,10,12,1,4,25,29
12986,11,31,0,6,19,7
21370,12,25,0,2,19,18
8283,8,28,1,1,12,12
13017,14,37,1,1,17,28
11088,14,25,0,3,26,11
29012,13,27,0,7,14,35
13180,9,20,1,1,7,38
9427,13,19,0,6,5,17
9227,9,15,1,6,7,38
6014,12,21,1,4,10,25
18264,14,22,1,6,7,38
23362,15,16,0,4,16,5
9021,11,21,1,1,8,3
7552,15,23,0,1,9,34
18087,14,38,1,7,26,11
7923,11,25,1,7,4,36
7486,13,21,0,2,27,4
10217,13,27,0,5,26,11
6334,13,21,1,4,12,12
12221,10,12,0,5,16,5
9256,13,18,1,5,24,16
19107,16,21,1,2,7,40
17703,16,21,0,4,4,36
9218,13,17,1,8,8,2
10901,15,24,1,8,24,16
12007,13,28,1,2,8,2
8862,13,13,1,4,6,37
10964,12,10,1,4,7,40
16669,17,15,0,3,9,34
14451,14,7,1,3,5,17
10456,14,21,0,3,10,25
13151,8,34,0,1,25,29
17446,16,39,1,6,15,26
8313,8,23,1,2,8,2
9901,16,8,0,4,8,3
21997,15,22,1,5,27,4
6868,12,30,1,6,7,21
8546,14,15,1,5,4,36
16787,16,21,0,1,8,2
14273,16,21,1,2,28,1
21957,14,41,1,1,10,25
8485,13,16,0,5,23,14
16705,13,15,0,3,1,15
12289,15,17,0,1,2,39
13203,11,45,1,8,4,32
20228,13,25,0,6,28,1
15264,17,7,0,6,6,37
13174,14,23,0,2,26,31
3079,8,21,1,5,20,22
17223,15,19,0,4,28,1
38273,15,12,0,8,9,13
8392,16,24,0,2,6,37
28785,14,34,0,1,8,3
17227,14,16,1,1,9,10
6178,15,19,0,1,15,30
12676,11,16,1,8,19,18
8859,13,37,1,4,20,19
14704,12,10,0,3,5,17
11203,15,22,0,3,19,7
9036,11,22,0,8,7,21
12156,11,22,0,8,15,30
12002,13,33,1,3,25,29
17709,14,16,1,1,19,6
18067,19,31,0,4,25,29
5072,16,14,1,6,9,34
10156,11,9,1,6,17,28
24798,12,18,0,3,12,12
27578,17,18,0,3,19,6
6189,15,20,0,8,7,38
28383,14,26,1,3,10,25
13539,9,45,1,8,16,5
7952,15,23,1,7,25,29
18090,11,36,1,6,1,15
15259,9,29,1,2,9,13
11009,10,21,0,6,17,28
14754,10,38,1,1,8,2
5147,13,18,1,6,20,19
5803,12,18,0,5,26,11
15883,10,32,1,6,17,28
17479,17,33,1,4,2,39
11689,14,30,1,4,9,34
9745,13,0,1,7,8,2
20695,12,25,1,7,24,16
4569,9,0,1,7,20,27
5304,18,22,1,3,23,14
11462,14,11,1,1,12,12
28862,14,17,0,2,19,7
24763,15,19,0,1,7,40
10809,12,37,1,5,19,18
7366,13,0,1,6,9,13
14443,15,6,1,5,10,25
8433,14,1,1,1,17,28
12225,13,16,0,4,16,5
17863,16,23,0,6,3,24
5583,13,19,1,3,9,13
4907,10,0,0,2,27,4
6378,11,24,0,8,23,8
12931,13,21,0,8,17,28
16110,14,4,0,7,19,7
8129,11,3,0,4,19,7
15876,13,40,0,8,27,4
11332,14,9,1,8,7,40
52156,12,17,0,2,3,24
20516,17,27,0,3,24,16
9798,14,16,0,4,7,38
15077,13,32,0,6,27,4
11092,14,30,1,6,9,33
14007,16,32,0,4,23,8
8724,11,28,1,5,2,39
5373,8,0,1,7,25,29
11925,15,18,1,8,8,2
8730,10,20,0,4,20,19
11150,10,7,0,2,7,21
18598,15,17,1,1,25,29
13319,15,27,0,5,19,18
23116,13,28,0,8,9,13
12885,16,26,1,3,7,40
18492,11,11,0,4,3,24
8096,14,18,0,5,25,29
9878,10,0,0,6,13,20
16932,16,5,1,6,10,25
23132,13,29,0,8,8,3
11281,11,24,0,1,7,38
27010,15,26,0,6,15,26
18218,15,35,1,8,23,8
10397,16,31,0,8,20,19
8625,11,5,1,5,8,3
38809,13,23,0,8,19,7
12548,16,9,1,2,7,38
6405,17,9,1,1,29,9
8005,15,19,1,5,5,17
17754,14,10,0,7,12,12
17526,12,27,1,3,7,38
6352,13,19,1,7,15,26
7451,14,8,1,6,13,20
19107,16,29,1,3,9,10
20440,15,35,1,8,4,36
3722,11,21,1,3,9,13
9192,9,21,1,2,14,35
9385,13,16,1,8,26,31
9327,17,21,0,2,7,38
11556,12,27,1,7,5,17
9242,11,8,0,3,2,39
8263,11,3,1,4,2,39
10104,12,32,1,7,16,5
36739,14,52,1,4,17,28
5771,9,13,1,6,20,19
11778,13,14,1,4,17,28
7035,18,24,1,8,5,17
17953,12,34,0,2,1,15
12240,14,26,0,2,29,9
6239,16,8,1,1,23,14
37876,18,25,0,3,3,24
8129,10,31,1,2,23,8
9491,12,14,0,2,7,38
13833,14,21,0,3,9,13
17702,12,39,1,5,19,7
13454,15,23,0,6,19,18
7504,12,13,1,4,15,30
29222,14,19,0,3,26,31
8856,12,3,0,3,16,5
5120,13,0,1,3,8,3
17754,15,24,0,8,7,21
26491,17,20,0,8,1,15
7269,11,23,0,2,26,11
19740,17,26,0,6,16,5
7619,9,18,1,6,4,36
12525,15,28,1,4,9,34
8353,11,29,0,6,9,10
11872,11,15,1,8,28,1
11653,14,22,1,6,24,16
15752,10,31,1,7,9,13
12044,15,23,0,6,19,18
47307,16,28,1,3,27,4
7383,12,17,1,1,26,11
15621,14,15,0,4,17,28
18701,17,43,1,5,15,26
15977,11,20,1,8,13,20
29004,11,17,0,7,8,3
33019,17,32,1,6,19,6
10018,8,13,1,4,2,39
19148,15,12,0,2,16,5
6350,9,27,0,5,13,20
7984,12,21,1,3,7,40
15695,13,34,1,5,25,29
11398,15,20,0,3,20,19
12086,13,19,0,6,19,7
22238,12,15,1,1,3,24
17689,14,15,1,3,26,31
4826,8,15,0,3,9,33
25676,14,17,1,5,13,20
13672,10,18,0,5,25,29
4270,8,20,1,2,7,40
14755,12,32,1,2,19,6
12241,15,1,1,4,9,34
12857,13,20,1,1,17,28
35751,12,33,1,1,13,20
9203,16,7,0,3,16,5
33616,14,33,0,3,7,21
11825,17,23,1,5,2,39
7949,14,0,0,1,20,19
6001,11,16,1,6,7,38
8283,9,22,1,8,26,11
6272,11,11,1,2,23,14
5124,8,23,1,1,6,37
6872,14,25,0,1,14,35
7875,14,10,1,2,6,37
12087,13,21,1,8,17,28
19458,17,30,0,1,16,5
19038,11,25,1,5,6,37
14529,14,24,0,7,17,28
4919,12,12,1,6,20,19
18092,14,17,1,3,23,8
9126,13,28,1,6,27,4
7976,8,40,1,8,23,8
18157,14,8,0,6,12,12
12618,15,0,0,7,27,4
5381,11,6,0,8,23,14
10383,12,32,0,7,4,36
9378,12,28,1,3,23,14
15769,14,30,1,1,15,30
7862,11,20,1,8,5,17
12910,14,16,0,5,13,20
6024,10,0,0,8,27,4
30874,11,46,1,1,20,22
34315,16,21,0,1,17,28
21357,12,23,0,2,17,28
21679,17,9,0,2,9,33
11792,11,13,1,6,24,16
27940,16,39,1,4,23,8
11570,14,17,1,8,8,2
19404,17,8,0,2,25,29
14195,12,40,1,1,2,39
12521,15,9,0,2,4,32
13025,15,18,1,3,26,31
5350,10,31,0,5,29,9
7702,10,18,1,7,1,15
14863,16,33,1,4,16,5
28133,11,12,1,4,24,16
29715,10,33,0,7,8,3
4909,14,17,1,6,20,19
18383,11,15,1,3,25,29
17190,10,19,0,5,19,7
21742,12,11,0,4,1,15
14640,13,26,0,5,19,6
12651,17,22,1,1,27,23
15177,14,17,0,5,19,7
21834,10,25,0,2,8,2
7359,9,10,0,6,27,4
5235,12,1,1,3,19,7
4501,14,21,1,6,8,2
9667,14,10,1,6,28,1
10126,16,25,1,2,10,25
27788,15,19,0,3,13,20
23335,15,27,1,6,12,12
18233,14,35,0,1,24,16
5229,10,13,0,5,10,25
5059,10,5,1,2,23,14
15906,12,6,0,8,9,10
13771,13,16,0,5,7,40
24009,17,21,1,7,19,7
12858,13,23,1,2,9,10
10692,9,20,1,4,19,18
9580,10,15,1,8,23,8
8150,16,21,0,5,14,35
11039,14,11,0,7,24,16
31780,11,39,0,8,8,2
12840,16,12,1,1,20,19
4865,9,17,0,2,15,26
9116,15,23,1,6,8,2
10062,15,32,1,2,27,4
8752,9,22,1,8,9,13
5666,11,22,1,2,19,18
4387,13,0,1,7,23,14
4772,9,17,1,7,7,21
7417,14,31,1,2,20,19
8766,10,20,1,2,3,24
11597,12,28,1,6,19,6
17332,13,31,0,6,16,5
9878,11,13,1,8,16,5
6384,18,19,0,7,9,34
2793,9,11,1,5,4,32
26390,14,25,1,6,12,12
26462,13,31,0,7,19,6
11326,11,30,1,8,25,29
18158,15,39,1,7,20,27
11313,16,20,0,4,4,32
7063,18,23,0,2,10,25
7564,13,0,1,4,29,9
8936,16,16,1,1,2,39
15792,12,31,0,6,7,40
14219,15,12,1,5,24,16
7282,13,19,0,8,19,18
20624,13,37,0,1,5,17
8589,8,19,0,3,15,30
9263,13,8,1,8,15,26
10408,13,28,0,1,7,40
8825,13,13,0,5,7,38
20520,14,17,0,4,29,9
29350,14,32,1,8,17,28
7148,11,14,1,3,9,33
2611,15,17,0,2,4,32
11780,11,11,0,4,1,15
12465,15,23,1,4,13,20
8218,16,9,1,5,20,22
34876,14,30,1,8,15,26
7888,14,22,1,3,23,14
10885,11,21,1,6,4,36
15305,14,9,1,7,27,23
5367,8,12,0,7,19,18
4394,12,25,1,6,6,37
16535,13,15,0,1,19,6
11519,11,21,1,7,27,4
6064,12,5,1,2,15,30
16492,13,19,1,8,7,21
6508,14,38,1,7,9,34
17676,20,14,1,1,16,5
3742,12,13,0,7,20,27
8653,14,15,1,5,17,28
26814,20,33,0,3,23,8
